,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.6875,0.0124,0.7192,0.0467,0.7022,0.0211
1,0.7226,0.0238,0.689,0.0367,0.7045,0.0157
macro avg,0.7051,0.013,0.7041,0.0132,0.7034,0.013
weighted avg,0.7055,0.0132,0.7038,0.0127,0.7035,0.0129
