,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4423,0.0141,0.7511,0.1101,0.5548,0.0421
1,0.7427,0.0463,0.4224,0.0712,0.5338,0.0432
macro avg,0.5925,0.0296,0.5868,0.0256,0.5443,0.0173
weighted avg,0.6287,0.0335,0.5472,0.0164,0.5418,0.02
