,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0.0,0.5532,0.0023,0.9837,0.0042,0.7081,0.0019
1.0,0.0782,0.073,0.0028,0.0029,0.0053,0.0055
2.0,0.5301,0.0217,0.0493,0.0154,0.0897,0.0259
macro avg,0.3871,0.0264,0.3453,0.0047,0.2677,0.0087
weighted avg,0.4412,0.0179,0.5502,0.0033,0.4092,0.0064
