,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.333,0.2267,0.3632,0.2707,0.2839,0.1986
1,0.6069,0.2268,0.6364,0.2539,0.556,0.1609
macro avg,0.4699,0.1263,0.4998,0.0358,0.4199,0.1016
weighted avg,0.5649,0.1999,0.4878,0.1297,0.4747,0.1579
