,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.6991,0.0086,0.6204,0.0197,0.6573,0.012
1,0.6487,0.0213,0.7242,0.0109,0.6843,0.0143
macro avg,0.6739,0.0107,0.6723,0.0107,0.6708,0.0116
weighted avg,0.6746,0.01,0.6714,0.0118,0.6706,0.0119
