,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.5403,0.0072,0.5237,0.0192,0.5318,0.0115
1,0.7377,0.0064,0.7504,0.0096,0.7439,0.0043
macro avg,0.639,0.006,0.637,0.0071,0.6379,0.0066
weighted avg,0.6669,0.006,0.669,0.0051,0.6678,0.0055
