,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.474,0.053,0.3188,0.1767,0.3506,0.1444
1,0.5599,0.0187,0.7061,0.1718,0.615,0.0714
macro avg,0.5169,0.0339,0.5125,0.0246,0.4828,0.0494
weighted avg,0.5212,0.0321,0.5318,0.0286,0.496,0.0419
