,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.5728,0.0105,0.798,0.0103,0.6668,0.0058
1,0.6666,0.0087,0.4043,0.0296,0.503,0.0253
macro avg,0.6197,0.0078,0.6012,0.01,0.5849,0.0138
weighted avg,0.6197,0.0078,0.6012,0.01,0.5849,0.0137
