,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.516,0.0193,0.5422,0.035,0.5279,0.0147
1,0.7358,0.0079,0.7137,0.0363,0.7241,0.0179
macro avg,0.6259,0.0108,0.6279,0.0098,0.626,0.0108
weighted avg,0.6569,0.009,0.6521,0.0142,0.6536,0.012
