,accuracy,f1_score,precision,recall,fold
0,0.5417780748663101,0.5301773874123176,0.54475411228832,0.5417780748663101,1.0
1,0.5514705882352942,0.5512202139894689,0.5513030923890962,0.5514705882352942,2.0
2,0.5203877005347594,0.5144582155249707,0.5224420905992958,0.5203877005347594,3.0
3,0.5397727272727273,0.5398969489363545,0.5401688145645519,0.5397727272727273,4.0
4,0.5437834224598931,0.5421226301080784,0.5457050570151248,0.5437834224598931,5.0
mean,0.5394385026737968,0.5355750791942381,0.5408746333712778,0.5394385026737968,3.0
std,0.010316663968299729,0.01250100981198822,0.009873124327810364,0.010316663968299729,1.4142135623730951
