,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0.0,0.1358,0.1678,0.4167,0.5149,0.2048,0.2531
1.0,0.0843,0.1524,0.25,0.4523,0.1261,0.228
2.0,0.1124,0.166,0.3333,0.4924,0.1681,0.2483
macro avg,0.1108,0.0019,0.3333,0.0,0.1663,0.0022
weighted avg,0.1105,0.0038,0.3324,0.0058,0.1659,0.005
