,accuracy,f1_score,precision,recall,fold
0,0.575,0.41984126984126985,0.330625,0.575,1.0
1,0.5691176470588235,0.417104029990628,0.32917899408284024,0.5691176470588235,2.0
2,0.575,0.41984126984126985,0.330625,0.575,3.0
3,0.49264705882352944,0.4945152058948955,0.5104991281604185,0.49264705882352944,4.0
4,0.4338235294117647,0.312231091379727,0.5090965069413345,0.4338235294117647,5.0
5,0.575,0.41984126984126985,0.330625,0.575,6.0
6,0.575,0.41984126984126985,0.330625,0.575,7.0
7,0.575,0.41984126984126985,0.330625,0.575,8.0
8,0.5705882352941176,0.4254591185429544,0.4715846994535519,0.5705882352941176,9.0
9,0.5411764705882353,0.5323369565217392,0.5865445362982593,0.5411764705882353,10.0
10,0.5735294117647058,0.4293943300597834,0.5196638516310648,0.5735294117647058,11.0
11,0.5161764705882353,0.4780702359002636,0.4786930275048146,0.5161764705882353,12.0
12,0.575,0.41984126984126985,0.330625,0.575,13.0
13,0.5735294117647058,0.4243564217431814,0.5005185185185186,0.5735294117647058,14.0
14,0.6323529411764706,0.6135978321951405,0.6266912366912367,0.6323529411764706,15.0
15,0.425,0.26605969435119187,0.46764925373134325,0.425,16.0
16,0.575,0.41984126984126985,0.330625,0.575,17.0
17,0.5632352941176471,0.5644685454643804,0.5843767497200447,0.5632352941176471,18.0
18,0.4838235294117647,0.3992917642818526,0.6336644813129961,0.4838235294117647,19.0
19,0.575,0.41984126984126985,0.330625,0.575,20.0
20,0.5764705882352941,0.42576573803293827,0.6145741014278681,0.5764705882352941,21.0
21,0.5926470588235294,0.5380688758628447,0.5809100621600621,0.5926470588235294,22.0
mean,0.5520053475935828,0.439974999952349,0.4572111430742887,0.5520053475935828,11.5
std,0.049679583300214505,0.07415500938259055,0.11471134974753093,0.049679583300214505,6.34428877022476
