,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4725,0.0099,0.3544,0.093,0.3988,0.0562
1,0.5603,0.0024,0.6735,0.0987,0.609,0.0431
macro avg,0.5164,0.0057,0.5139,0.004,0.5039,0.009
weighted avg,0.5208,0.0053,0.5299,0.0127,0.5144,0.0064
