,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4134,0.1153,0.1704,0.1597,0.185,0.162
1,0.6623,0.0053,0.8278,0.1623,0.7303,0.0647
macro avg,0.5379,0.0586,0.4991,0.0086,0.4577,0.0497
weighted avg,0.5784,0.0401,0.6061,0.0543,0.5465,0.0151
