,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4766,0.3544,0.221,0.2182,0.2419,0.2276
1,0.5873,0.0142,0.8105,0.1858,0.6725,0.0585
macro avg,0.532,0.1772,0.5157,0.0177,0.4572,0.0858
weighted avg,0.5403,0.1506,0.5599,0.0156,0.4895,0.0647
