,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.3013,0.2967,0.5425,0.4413,0.2924,0.2613
1,0.5963,0.291,0.4635,0.4295,0.3632,0.2935
macro avg,0.4488,0.2056,0.503,0.027,0.3278,0.1296
weighted avg,0.5292,0.2803,0.4192,0.1942,0.341,0.2092
