,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.627,0.0233,0.6404,0.0271,0.6329,0.0044
1,0.6397,0.0089,0.6254,0.0435,0.6317,0.0194
macro avg,0.6334,0.0086,0.6329,0.0083,0.6323,0.0083
weighted avg,0.6336,0.0085,0.6326,0.0084,0.6322,0.0084
