,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.5011,0.0085,0.4966,0.0299,0.4983,0.0131
1,0.6938,0.0057,0.6972,0.0254,0.6952,0.0106
macro avg,0.5974,0.0046,0.5969,0.0048,0.5968,0.0044
weighted avg,0.6206,0.0042,0.621,0.006,0.6205,0.0044
