,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4077,0.1334,0.2792,0.2504,0.2559,0.1647
1,0.6198,0.1153,0.7263,0.2648,0.6372,0.1556
macro avg,0.5137,0.0482,0.5028,0.0188,0.4466,0.0547
weighted avg,0.562,0.0652,0.5507,0.0992,0.4997,0.1003
