,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4631,0.0232,0.3074,0.0517,0.3677,0.042
1,0.5903,0.0099,0.737,0.0396,0.6551,0.0149
macro avg,0.5267,0.0163,0.5222,0.014,0.5114,0.0187
weighted avg,0.5363,0.0153,0.5544,0.0125,0.5329,0.0157
