,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.3575,0.2013,0.3035,0.17,0.328,0.1838
1,0.6713,0.0188,0.7886,0.1208,0.7211,0.037
macro avg,0.5144,0.1096,0.546,0.0289,0.5246,0.0761
weighted avg,0.5586,0.0838,0.6144,0.0219,0.5799,0.0464
