,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.528,0.019,0.6218,0.091,0.5691,0.0456
1,0.5524,0.0344,0.4539,0.07,0.495,0.0395
macro avg,0.5402,0.0245,0.5379,0.0227,0.5321,0.0205
weighted avg,0.5405,0.0247,0.5374,0.0214,0.5319,0.0199
