,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4813,0.0125,0.3199,0.1413,0.3662,0.1214
1,0.563,0.0066,0.7147,0.1332,0.6253,0.0472
macro avg,0.5221,0.0074,0.5173,0.0081,0.4957,0.0399
weighted avg,0.5262,0.0071,0.537,0.012,0.5087,0.0321
