,accuracy,f1_score,precision,recall,fold
0,0.47794117647058826,0.4489369399454556,0.5317653673163418,0.47794117647058826,1.0
1,0.5367647058823529,0.4810110835819125,0.4920569696604138,0.5367647058823529,2.0
2,0.5323529411764706,0.5348202431468513,0.5467244501043913,0.5323529411764706,3.0
3,0.5705882352941176,0.427937106918239,0.48459029759478184,0.5705882352941176,4.0
4,0.5676470588235294,0.47899214880210267,0.5289993746091307,0.5676470588235294,5.0
5,0.5764705882352941,0.42316467934257174,0.7561119293078056,0.5764705882352941,6.0
6,0.5352941176470588,0.5281119465329992,0.5257309941520467,0.5352941176470588,7.0
7,0.5058823529411764,0.5083016393442623,0.5129322538376765,0.5058823529411764,8.0
8,0.5764705882352941,0.4643851384224703,0.5517968979866336,0.5764705882352941,9.0
9,0.5647058823529412,0.547633122214403,0.5496193354729485,0.5647058823529412,10.0
10,0.5720588235294117,0.48012592145426103,0.5392876344086022,0.5720588235294117,11.0
11,0.47205882352941175,0.4700540920646941,0.4969387113012837,0.47205882352941175,12.0
12,0.5205882352941177,0.5230095068330363,0.5280038331121922,0.5205882352941177,13.0
13,0.5117647058823529,0.5013919413919413,0.49822211938024863,0.5117647058823529,14.0
14,0.5367647058823529,0.5219287850376082,0.5206267134333172,0.5367647058823529,15.0
15,0.49117647058823527,0.4772343924972004,0.533458908540773,0.49117647058823527,16.0
16,0.5573529411764706,0.4492806698216236,0.4853775202304211,0.5573529411764706,17.0
17,0.5235294117647059,0.5262019230769232,0.5336318407960199,0.5235294117647059,18.0
18,0.49117647058823527,0.4927152288771087,0.49478688524590164,0.49117647058823527,19.0
19,0.586764705882353,0.5442588137681215,0.5705886418933864,0.586764705882353,20.0
20,0.5588235294117647,0.5218108341009717,0.5335823253580051,0.5588235294117647,21.0
21,0.5764705882352941,0.4357735849056603,0.5635820084250577,0.5764705882352941,22.0
mean,0.5383021390374331,0.49032180645820084,0.5353825005530626,0.5383021390374331,11.5
std,0.034412671021725336,0.03738514023959558,0.05383882609544691,0.034412671021725336,6.34428877022476
