,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.6306,0.0143,0.6035,0.0274,0.6162,0.0093
1,0.6238,0.014,0.6498,0.0297,0.636,0.0123
macro avg,0.6272,0.0061,0.6266,0.0061,0.6261,0.0065
weighted avg,0.6273,0.0059,0.6265,0.0066,0.6261,0.0067
