,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.5123,0.0099,0.5395,0.0431,0.5249,0.0215
1,0.7093,0.0132,0.6857,0.0268,0.6969,0.0106
macro avg,0.6108,0.0097,0.6126,0.0117,0.6109,0.01
weighted avg,0.6345,0.0104,0.6302,0.0082,0.6316,0.0084
