,accuracy,f1_score,precision,recall,fold
0,0.45255474452554745,0.2819939111616477,0.2048057967925835,0.45255474452554745,1.0
1,0.48175182481751827,0.3132573442163173,0.2320848207150088,0.48175182481751827,2.0
2,0.48175182481751827,0.3273278753205761,0.6208434712084347,0.48175182481751827,3.0
3,0.49635036496350365,0.492780874932641,0.4956460494301447,0.49635036496350365,4.0
4,0.5145985401459854,0.5085677769545579,0.5217719748690001,0.5145985401459854,5.0
mean,0.48540145985401467,0.384785556517148,0.4150304226030343,0.48540145985401467,3.0
std,0.020385751888713773,0.09588411707306879,0.16608138715246856,0.020385751888713773,1.4142135623730951
