,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4583,0.0208,0.3216,0.1003,0.3695,0.0717
1,0.6491,0.012,0.765,0.0819,0.7003,0.0303
macro avg,0.5537,0.0132,0.5433,0.0151,0.5349,0.0248
weighted avg,0.5767,0.012,0.5967,0.0173,0.5748,0.0156
