,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.3229,0.2714,0.1861,0.296,0.1777,0.2174
1,0.5771,0.0955,0.8278,0.2919,0.6254,0.1965
macro avg,0.45,0.1511,0.507,0.0166,0.4015,0.0701
weighted avg,0.4627,0.1407,0.539,0.0319,0.4239,0.0698
