,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4922,0.0081,0.4814,0.0501,0.4855,0.0264
1,0.623,0.008,0.6323,0.0433,0.6269,0.0178
macro avg,0.5576,0.0062,0.5569,0.007,0.5562,0.0074
weighted avg,0.5674,0.0062,0.5682,0.007,0.5668,0.0061
