,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0.0,0.442,0.3587,0.316,0.4438,0.2146,0.2638
1.0,0.2162,0.2205,0.281,0.382,0.2188,0.2938
2.0,0.3684,0.2171,0.6371,0.3755,0.4575,0.258
macro avg,0.3422,0.1767,0.4113,0.0682,0.2969,0.1026
weighted avg,0.3457,0.1768,0.4194,0.0641,0.3018,0.1014
