,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.5184,0.0147,0.5269,0.1006,0.5185,0.0551
1,0.5205,0.0241,0.5108,0.1006,0.5119,0.0522
macro avg,0.5194,0.019,0.5188,0.0186,0.5152,0.019
weighted avg,0.5195,0.019,0.5194,0.0183,0.5155,0.0187
