,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4526,0.0084,0.1711,0.1359,0.2245,0.1381
1,0.5811,0.0059,0.8475,0.1206,0.6863,0.0377
macro avg,0.5168,0.0058,0.5093,0.008,0.4554,0.0503
weighted avg,0.5265,0.0056,0.56,0.0118,0.49,0.0372
