,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.538,0.0225,0.5414,0.077,0.5363,0.0314
1,0.5474,0.0129,0.5427,0.0876,0.5415,0.0445
macro avg,0.5427,0.0121,0.542,0.0127,0.5389,0.0165
weighted avg,0.5429,0.0118,0.541,0.0144,0.5385,0.0172
