,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.4981,0.0356,0.5289,0.0415,0.5112,0.0191
1,0.6705,0.0152,0.6404,0.0702,0.6539,0.0419
macro avg,0.5843,0.0245,0.5846,0.0227,0.5826,0.0251
weighted avg,0.6016,0.0224,0.5958,0.0308,0.5969,0.0281
