,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0.0,0.55,0.1828,0.9335,0.1337,0.6707,0.1667
1.0,0.1245,0.1906,0.0374,0.0902,0.0433,0.0885
2.0,0.0439,0.0907,0.0396,0.0826,0.0415,0.0863
macro avg,0.2394,0.0974,0.3368,0.0115,0.2518,0.0702
weighted avg,0.3788,0.2071,0.5282,0.1866,0.4134,0.2072
