,precision,precision,recall,recall,f1-score,f1-score
,mean,std,mean,std,mean,std
class,,,,,,
0,0.6265,0.0431,0.5734,0.0472,0.5963,0.0137
1,0.7303,0.01,0.7678,0.0582,0.7475,0.0253
macro avg,0.6784,0.0203,0.6706,0.0114,0.6719,0.0133
weighted avg,0.6888,0.0161,0.6901,0.0188,0.6871,0.0152
